MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
level of interleukin-12 subunit beta in blood,http://purl.obolibrary.org/obo/OBA_2050349,Ontology not covered
level of interleukin-12 subunit beta in blood,http://purl.obolibrary.org/obo/OBA_2050349,Ontology not covered
level of interleukin-12 subunit beta in blood,http://purl.obolibrary.org/obo/OBA_2050349,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
biological sex,http://purl.obolibrary.org/obo/PATO_0000047,Ontology not covered
level of apolipoprotein C-III in blood serum,http://purl.obolibrary.org/obo/OBA_2040626,Ontology not covered
level of apolipoprotein C-II in blood serum,http://purl.obolibrary.org/obo/OBA_2040625,Ontology not covered
level of apolipoprotein C-II in blood serum,http://purl.obolibrary.org/obo/OBA_2040625,Ontology not covered
level of apolipoprotein C-II in blood serum,http://purl.obolibrary.org/obo/OBA_2040625,Ontology not covered
level of apolipoprotein C-III in blood serum,http://purl.obolibrary.org/obo/OBA_2040626,Ontology not covered
level of apolipoprotein C-III in blood serum,http://purl.obolibrary.org/obo/OBA_2040626,Ontology not covered
level of apolipoprotein C-III in blood serum,http://purl.obolibrary.org/obo/OBA_2040626,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to paclitaxel,http://purl.obolibrary.org/obo/OBA_2040073,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to platinum,http://purl.obolibrary.org/obo/OBA_2040037,Ontology not covered
trait in response to platinum,http://purl.obolibrary.org/obo/OBA_2040037,Ontology not covered
trait in response to platinum,http://purl.obolibrary.org/obo/OBA_2040037,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to paclitaxel,http://purl.obolibrary.org/obo/OBA_2040073,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to trametinib,http://purl.obolibrary.org/obo/OBA_2040122,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
trait in response to erlotinib,http://purl.obolibrary.org/obo/OBA_2040004,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of Parkinson disease,http://purl.obolibrary.org/obo/OBA_2001009,Ontology not covered
age of onset of stroke disorder,http://purl.obolibrary.org/obo/OBA_2040155,Ontology not covered
age of onset of stroke disorder,http://purl.obolibrary.org/obo/OBA_2040155,Ontology not covered
normal,http://purl.obolibrary.org/obo/PATO_0000461,Ontology not covered
normal,http://purl.obolibrary.org/obo/PATO_0000461,Ontology not covered
normal,http://purl.obolibrary.org/obo/PATO_0000461,Ontology not covered
normal,http://purl.obolibrary.org/obo/PATO_0000461,Ontology not covered
prostate specific antigen amount,http://purl.obolibrary.org/obo/OBA_2050200,Ontology not covered
trait in response to lamotrigine,http://purl.obolibrary.org/obo/OBA_2040104,Ontology not covered
trait in response to lamotrigine,http://purl.obolibrary.org/obo/OBA_2040104,Ontology not covered
trait in response to lamotrigine,http://purl.obolibrary.org/obo/OBA_2040104,Ontology not covered
trait in response to carbamazepine,http://purl.obolibrary.org/obo/OBA_2040039,Ontology not covered
trait in response to carbamazepine,http://purl.obolibrary.org/obo/OBA_2040039,Ontology not covered
trait in response to carbamazepine,http://purl.obolibrary.org/obo/OBA_2040039,Ontology not covered
trait in response to phenytoin,http://purl.obolibrary.org/obo/OBA_2040130,Ontology not covered
trait in response to phenytoin,http://purl.obolibrary.org/obo/OBA_2040130,Ontology not covered
trait in response to phenytoin,http://purl.obolibrary.org/obo/OBA_2040130,Ontology not covered
trait in response to phenytoin,http://purl.obolibrary.org/obo/OBA_2040130,Ontology not covered
